endpoint,method,label,n_folds,r2_mean,r2_sd,spearman_mean,spearman_sd,mae_mean,mae_sd
LOG_MGMB,uni_S_lgbm,LGBM - SMILES,25,0.17257405151997576,0.09661681943629982,0.49170736640687274,0.06359220256841884,0.30418962229165003,0.02303277547373903
LOG_MGMB,uni_S_rf,RF - SMILES,25,0.15097143425971152,0.09207374271717829,0.4894824082377308,0.049431805774327923,0.3097823221930148,0.019655812956536213
LOG_MLM,chemeleon,ChemProp + CheMeleon,25,0.1352859424726506,0.1407800441034127,0.48184962008928744,0.037004220315433385,0.39937184532545766,0.02964690606157035
LOG_MLM,chemprop,ChemProp multi-task,25,0.03250002911932922,0.06756336154506186,0.4141736768893373,0.032248440594786466,0.4263666628038134,0.015111369480765087
LOG_MLM,chemprop_st,ChemProp single-task,25,-0.00684256845051266,0.11556113621714767,0.4097864092241275,0.046492303525955896,0.4327602941896387,0.024799481569093826
LOG_MLM,fus_GRMS_early_attfp,AttentiveFP | Early | GNN + RDKit + Mol2Vec + SMILES,25,-0.3762677497417633,0.18715123664737804,0.33557700826090325,0.04275490419818742,0.4965785749974907,0.03310997149388192
LOG_MLM,fus_GRMS_early_lgbm,LGBM | Early | GNN + RDKit + Mol2Vec + SMILES,25,-0.01928984670208504,0.101487903920427,0.4333957151653047,0.03707415390182343,0.4288227346103787,0.020775307868005462
LOG_MLM,fus_GRMS_early_rf,RF | Early | GNN + RDKit + Mol2Vec + SMILES,25,0.04654003782038,0.07833769146893273,0.4407229201125454,0.03151543177862979,0.4144635361847599,0.01785795555871284
LOG_MLM,fus_GRMS_late_attfp,AttentiveFP | Late | GNN + RDKit + Mol2Vec + SMILES,25,0.1687012482484424,0.03544911017662828,0.4346464576983559,0.024539979144680975,0.39173523897235746,0.008592794342800142
LOG_MLM,fus_GRMS_late_lgbm,LGBM | Late | GNN + RDKit + Mol2Vec + SMILES,25,0.0218408956796184,0.07654193574087312,0.3320081976513247,0.04017034346025985,0.4251425132007459,0.01687389053109835
LOG_MLM,fus_GRMS_late_rf,RF | Late | GNN + RDKit + Mol2Vec + SMILES,25,0.014204273165752235,0.07237399090668048,0.3240099630333748,0.0386029658370174,0.427527094284881,0.015864668055466255
LOG_MLM,fus_GRM_early_attfp,AttentiveFP | Early | GNN + RDKit + Mol2Vec,25,0.029945805685646486,0.08474909554450513,0.4179184212907488,0.0528660142123574,0.42268612289165897,0.019651606332398645
LOG_MLM,fus_GRM_early_lgbm,LGBM | Early | GNN + RDKit + Mol2Vec,25,0.016186135630329192,0.07871153864541025,0.44083669905618833,0.037665209786862205,0.4217841269326596,0.017027864784853092
LOG_MLM,fus_GRM_early_rf,RF | Early | GNN + RDKit + Mol2Vec,25,0.027872559324389506,0.07998659527993969,0.43905961474347566,0.038217201087855805,0.4185430184729,0.018240557043648475
LOG_MLM,fus_GRM_late_attfp,AttentiveFP | Late | GNN + RDKit + Mol2Vec,25,0.18323354648142273,0.03870601970030959,0.43910433715952707,0.027447362200982043,0.38827985085485894,0.009293420480048298
LOG_MLM,fus_GRM_late_lgbm,LGBM | Late | GNN + RDKit + Mol2Vec,25,0.041501311693378264,0.0824424269371956,0.34932571683785324,0.05558598503270769,0.4205265073670251,0.018122356523888255
LOG_MLM,fus_GRM_late_rf,RF | Late | GNN + RDKit + Mol2Vec,25,0.03480938220782404,0.06798613419850116,0.33510653650482536,0.037044445031393834,0.4229850813691604,0.015005971631008868
LOG_MLM,fus_GRS_early_attfp,AttentiveFP | Early | GNN + RDKit + SMILES,25,-0.41663078221578714,0.19008979755601937,0.3333456548647632,0.041720293761127174,0.5024666217718657,0.03391364328837185
LOG_MLM,fus_GRS_early_lgbm,LGBM | Early | GNN + RDKit + SMILES,25,-0.024053377576946894,0.11031216986975396,0.43136571641721994,0.037265265094001306,0.4300131918077252,0.022390756609613507
LOG_MLM,fus_GRS_early_rf,RF | Early | GNN + RDKit + SMILES,25,0.0377174518161643,0.08971305679140763,0.43740211839281,0.03280167001745035,0.4164087331645513,0.019935702760567636
LOG_MLM,fus_GRS_late_attfp,AttentiveFP | Late | GNN + RDKit + SMILES,25,0.14063854784292654,0.04752172946682004,0.4500478188209695,0.028557193758384114,0.3962605863620785,0.010974968845080249
LOG_MLM,fus_GRS_late_lgbm,LGBM | Late | GNN + RDKit + SMILES,25,-0.09937259379637572,0.10767924763731204,0.3978666439214791,0.051120224012076027,0.44634498306030523,0.02107313092174846
LOG_MLM,fus_GRS_late_rf,RF | Late | GNN + RDKit + SMILES,25,-0.05271718691311525,0.09204246183061492,0.4065738600612686,0.04658920669792961,0.43778972333727656,0.01865331201167986
LOG_MLM,fus_GR_early_attfp,AttentiveFP | Early | GNN + RDKit,25,0.039283713795348285,0.1339008594993307,0.46009609556835085,0.05135758397013754,0.4152616854867005,0.02757233971367011
LOG_MLM,fus_GR_early_lgbm,LGBM | Early | GNN + RDKit,25,0.007120206983856937,0.08944734504246998,0.4373736131697875,0.04112884349014612,0.42382479723280225,0.019209747455283484
LOG_MLM,fus_GR_early_rf,RF | Early | GNN + RDKit,25,0.03037314989026905,0.07944277400518408,0.4383381099119357,0.03877856662203715,0.41808465701583275,0.018277905010952947
LOG_MLM,fus_GR_late_attfp,AttentiveFP | Late | GNN + RDKit,25,0.16815651363636516,0.052547815249171625,0.46270502371193606,0.033195330288837976,0.389754470403749,0.012166925872517732
LOG_MLM,fus_GR_late_lgbm,LGBM | Late | GNN + RDKit,25,-0.07502852090435856,0.11477382153257497,0.4009885281623678,0.05241654662917698,0.44147042959299404,0.022326400091159514
LOG_MLM,fus_GR_late_rf,RF | Late | GNN + RDKit,25,-0.03380562539077611,0.09713701297220088,0.4100447806653545,0.0464634591072729,0.4335819691701903,0.019545186373447095
LOG_MLM,lgbm,LightGBM + Morgan,25,0.0842140986222117,0.06382674166750392,0.4407292493181389,0.03477685220350702,0.4096346220948627,0.01374603647450243
LOG_MLM,uni_G_attfp,AttentiveFP,25,0.008111138570703136,0.08964985698533579,0.4354114426902964,0.0416089146961277,0.42386107812509016,0.01954598251121529
LOG_MLM,uni_G_lgbm,LGBM - GNN,25,0.0029656332295305288,0.0807598643765246,0.4321703831316283,0.04168837813044723,0.4242075931286054,0.018339898768356944
LOG_MLM,uni_G_rf,RF - GNN,25,0.03142457981636722,0.07361962110064446,0.4340840255481471,0.039872537402255145,0.4181825027994473,0.01713985352001056
