endpoint,repeat,fold,fusion,removed,delta_r2,delta_rmse,delta_mae,delta_spearman,full_r2,full_rmse,full_mae,full_spearman
LogD,2,2,early,smiles,-0.015575716366926007,0.012170481652666543,0.012482511016860265,0.009879014739989644,0.5659075732934185,0.6844099021006964,0.49161786769353366,0.7857954541302903
LogD,2,2,late,gnn,0.027466811203489705,-0.02000114119633911,-0.01545663155702759,0.01948318199520127,0.4774322530557793,0.7509248569558435,0.552893571386374,0.6974362003003763
LogD,2,2,late,rdkit,0.023493943712435295,-0.01707440373141711,-0.018481637396201456,0.024889188930790618,0.4774322530557793,0.7509248569558435,0.552893571386374,0.6974362003003763
LogD,2,2,late,mol2vec,-0.0016947529247569593,0.001216686207994755,0.0019737540123776487,-0.0005986973641350923,0.4774322530557793,0.7509248569558435,0.552893571386374,0.6974362003003763
LogD,2,2,late,smiles,-0.04941728194707462,0.03470415104150737,0.031461749206791234,-0.028910308104393434,0.4774322530557793,0.7509248569558435,0.552893571386374,0.6974362003003763
LogD,2,4,early,gnn,-0.16479391669890564,0.12193393482323678,0.11183813632124867,-0.10428407238509141,0.5862058646318098,0.6682167309247795,0.47521487523458567,0.7887184943939423
LogD,2,4,early,rdkit,0.009404906163436477,-0.007637416929363261,-0.0033821164791204006,0.0025146939101368115,0.5862058646318098,0.6682167309247795,0.47521487523458567,0.7887184943939423
LogD,2,4,early,mol2vec,0.012583998340741531,-0.010239101191164557,-0.005264045776233128,0.0030207496416077007,0.5862058646318098,0.6682167309247795,0.47521487523458567,0.7887184943939423
LogD,2,4,early,smiles,-0.025473617811827776,0.020260910803305276,0.011047425477410056,-0.0036412528045375314,0.5862058646318098,0.6682167309247795,0.47521487523458567,0.7887184943939423
LogD,2,4,late,gnn,-0.0038577893018786336,0.002819772375528218,0.0017624240186181472,-0.0036562810687540415,0.49698763595797746,0.7367404412426941,0.5453032715929986,0.7089181118995581
LogD,2,4,late,rdkit,0.08504739245129644,-0.06516451001125534,-0.04935507478820644,0.056535578502147965,0.49698763595797746,0.7367404412426941,0.5453032715929986,0.7089181118995581
LogD,2,4,late,mol2vec,-0.011031549215540504,0.008034901988181908,0.005825826148354363,-0.007216042914579335,0.49698763595797746,0.7367404412426941,0.5453032715929986,0.7089181118995581
LogD,2,4,late,smiles,-0.00999401566212721,0.007282904253255618,0.009076059891262811,-0.0057611499898937435,0.49698763595797746,0.7367404412426941,0.5453032715929986,0.7089181118995581
LogD,2,3,early,gnn,-0.1600562193814914,0.121419280010304,0.09187843993874484,-0.0789737429502283,0.6078421369664704,0.650512495856239,0.4665739207512409,0.7999731971822112
LogD,2,3,early,rdkit,-0.012290202129561445,0.01011487135203859,0.00827993387168896,-0.0027464071532621315,0.6078421369664704,0.650512495856239,0.4665739207512409,0.7999731971822112
LogD,2,3,early,mol2vec,-0.012040912064768539,0.00991124418901157,0.004162729294635403,-0.0020794271420837562,0.6078421369664704,0.650512495856239,0.4665739207512409,0.7999731971822112
LogD,2,3,early,smiles,-0.018699679058597152,0.015328929991415663,0.015388622959333853,-0.008327315594922946,0.6078421369664704,0.650512495856239,0.4665739207512409,0.7999731971822112
LogD,2,3,late,gnn,-0.018238183208321268,0.01271168485922558,0.009770659260923464,-0.010458991970656806,0.45375658358612225,0.7677472820127942,0.5668273807982955,0.6871508957120209
LogD,2,3,late,rdkit,0.16315509643007775,-0.12480107994880074,-0.09977422563438626,0.10599881069037842,0.45375658358612225,0.7677472820127942,0.5668273807982955,0.6871508957120209
LogD,2,3,late,mol2vec,-0.00990007851214958,0.0069260588123335465,0.006060416002720004,-0.007749787696286647,0.45375658358612225,0.7677472820127942,0.5668273807982955,0.6871508957120209
LogD,2,3,late,smiles,0.009619827139631165,-0.006790381488582353,-0.004665178797415681,0.0052976187530716645,0.45375658358612225,0.7677472820127942,0.5668273807982955,0.6871508957120209
LogD,0,2,early,gnn,-0.15680859837537897,0.116345737053545,0.09711156214386935,-0.08612117828852117,0.585230865605761,0.6690035078248152,0.4770317185330197,0.7880693238673468
LogD,0,2,early,rdkit,-0.003931445734945971,0.0031631425449403228,0.003056251418076139,-0.002439483618234539,0.585230865605761,0.6690035078248152,0.4770317185330197,0.7880693238673468
